genre,top,left,font_pct
tempe indie,6904,398,101
tennessee experimental,13540,408,100
tennessee hip hop,4670,1105,106
tennessee metal,9267,196,100
terrorcore,1403,815,100
tex-mex,9767,1034,101
texas blues,18235,1015,102
texas country,7448,512,104
texas death metal,10880,170,100
texas hardcore,9328,240,100
texas latin rap,4658,1070,103
texas metal,10153,249,102
texas pop punk,4267,335,101
texas punk,9995,335,100
thai bl ost,8940,748,101
thai folk,12847,624,101
thai folk pop,9945,694,101
thai folk rock,7411,686,101
thai hip hop,7153,1051,102
thai indie,6166,697,101
thai indie pop,6839,655,103
thai indie rock,6815,583,102
thai instrumental,16991,705,100
thai metal,5602,302,100
thai ost,9908,729,101
thai pop,7743,708,107
thai pop rap,10599,1002,101
thai post-rock,9823,317,100
thai psychedelic,15147,756,100
thai rock,5652,591,102
thai shoegaze,8049,319,100
thai teen pop,6904,813,101
thai traditional,19124,799,100
thai trap,6060,1077,102
thai viral pop,8000,921,101
thai worship,6818,736,100
thall,4997,225,100
theme,14019,422,102
therapy,19725,253,100
theremin,16102,390,100
thrash core,10843,251,100
thrash metal,10007,221,106
thrash-groove metal,5051,270,100
throat singing,15629,481,100
tibetan folk pop,12586,460,100
tibetan hip hop,6236,1187,100
tibetan mantra,18089,441,100
tibetan pop,14217,808,101
tibetan traditional,18352,499,100
tierra caliente,13084,1004,103
tigrigna pop,12724,746,100
tijuana electronic,3657,973,100
tijuana indie,9081,414,100
timba,12822,1040,101
tin pan alley,20193,899,101
tinku,11894,866,100
tipico,13363,959,101
togolese pop,9250,1013,100
tolkien metal,8074,142,101
tollywood,7742,980,105
tololoche,13528,1070,101
tone,19375,158,101
tongan pop,12560,885,100
tontipop,5582,551,102
torch song,20222,756,104
toronto indie,9798,443,103
toronto rap,6729,1081,101
totalism,16686,352,100
touhou,3887,495,101
trad jazz catala,19913,821,100
trad quebecois,12798,821,100
traditional bluegrass,14033,770,100
traditional blues,18815,1032,103
traditional british folk,17488,777,100
traditional country,17926,901,101
traditional english folk,17955,781,100
traditional folk,19930,994,101
traditional funk,11464,858,100
traditional irish singing,21186,959,100
traditional reggae,5830,1146,100
traditional rockabilly,15209,881,100
traditional scottish folk,14945,578,100
traditional ska,9995,1060,100
traditional soul,12609,810,101
traditional southern folk,19959,1005,100
trallalero,21718,486,100
trallpunk,9599,275,100
trance,2046,624,107
trance brasileiro,1515,1150,101
trance mexicano,1195,1157,100
trancecore,4062,249,103
transpop,8187,713,102
trap,5478,1064,124
trap angolano,12924,1043,100
trap antillais,8127,1121,102
trap argentino,6336,1103,113
trap baiano,9593,1045,103
trap beats,2606,1205,101
trap boliviano,7753,1094,100
trap boricua,8089,1115,108
trap brasileiro,9541,1071,109
trap carioca,6754,1117,102
trap catala,9002,1081,103
trap chileno,6261,1070,103
trap colombiano,6298,1106,103
trap cristao,8476,1021,101
trap cristiano,7938,1079,100
trap dominicano,8446,1143,102
trap funk,7215,1170,105
trap italiana,6653,984,108
trap kreyol,6954,1128,100
trap latino,3723,1182,134
trap maroc,7273,1017,101
trap metal italiana,7066,767,101
trap mexicano,5693,1105,104
trap peruano,8927,1114,102
trap pesado,5064,1164,102
trap queen,4161,1166,107
trap soul,7198,913,103
trap triste,7987,1005,109
trap tuga,11926,1071,102
trap venezolano,8727,1123,102
traphall,11590,1105,102
traprun,3857,746,103
trash rock,9688,327,100
trecento,22048,242,100
trekkspill,14168,674,100
triangle indie,11185,356,100
tribal house,865,1184,101
tribute,9106,721,100
trikiti,12760,1019,100
trinibad,9830,1144,101
trinidadian reggae,6109,1071,100
trio batak,6321,526,100
trio cubano,17621,1141,100
trio huasteco,15522,917,100
trip hop,4530,868,106
trival,2871,1189,100
trombone brasileiro,16039,971,100
trombone ensemble,19988,475,100
trondersk musikk,8436,604,101
trondheim indie,9896,408,100
trop rock,9394,849,101
tropical,12948,1066,111
tropical alternativo,4997,973,102
tropical house,3569,864,110
tropical tecladista,2859,1194,101
tropicalia,14390,856,103
trot,11280,508,101
troubadour,20485,551,100
trouvere,19959,547,100
trova,16715,860,104
trova mexicana,15560,872,101
truck-driving country,13761,883,100
tuareg guitar,13311,843,100
tucson indie,13133,530,100
tulsa indie,7497,447,101
tulum,13996,408,100
tuna,14648,566,100
tuna universitaria,15926,599,100
tunantada,14143,913,100
tunisian alternative,7719,495,100
tunisian pop,8037,793,101
turbo folk,6531,751,105
turin indie,8162,526,101
turk sanat muzigi,18060,386,101
turkce drill,5009,1032,104
turkce kadin rap,5187,1026,101
turkce remix,2399,1164,101
turkce slow sarkilar,11292,677,103
turkce trap metal,4775,834,101
turkish alt pop,10122,708,105
turkish alternative,9081,549,103
turkish alternative rock,8149,490,104
turkish black metal,9773,185,100
turkish classical,19901,447,100
turkish classical performance,21425,537,100
turkish death metal,8049,156,100
turkish deep house,2162,1032,102
turkish edm,1934,1110,102
turkish electronic,4099,895,100
turkish experimental,13404,378,100
turkish folk,15746,609,104
turkish hardcore,9884,223,100
turkish hip hop,6703,1030,108
turkish instrumental,14700,554,102
turkish jazz,15208,650,102
turkish metal,6802,339,100
turkish modern jazz,14872,716,101
turkish pop,7681,744,112
turkish post-punk,7731,486,100
turkish psych,14241,659,102
turkish punk,8261,488,101
turkish reggae,4763,943,100
turkish rock,10932,554,109
turkish singer-songwriter,11504,697,104
turkish soundtrack,13788,441,101
turkish trap,5174,1051,107
turkish trap pop,6627,963,103
turkmen hip hop,7534,1055,100
turkmen pop,8485,774,100
turntablism,5261,1071,101
tuvan folk,17358,443,100
twee indie pop,10489,479,100
twee pop,9847,479,101
twin cities indie,9739,519,100
twoubadou,9804,957,100
tzadik,18060,521,100
ua trap,4695,986,100
uae indie,5999,724,100
ugandan gospel,8025,866,100
ugandan hip hop,10932,1088,100
ugandan pop,6550,1084,101
ugandan traditional,17563,1064,100
uilleann pipes,17061,327,100
uk alternative hip hop,12166,1051,103
uk alternative pop,7643,650,105
uk americana,13416,524,103
uk bass,2350,1144,100
uk beatdown,10660,312,100
uk christian rap,12215,1015,100
uk contemporary jazz,11857,786,101
uk contemporary r&amp;b,9743,870,107
uk dance,2202,947,113
uk dancehall,5667,1103,102
uk desi rap,8964,1101,101
uk diy punk,8322,294,100
uk dnb,1663,1055,102
uk doom metal,11563,172,103
uk drill,7962,1157,104
uk dub,2631,1217,101
uk experimental electronic,8840,627,102
uk funky,2586,1077,104
uk garage,2374,1155,101
uk hip hop,10672,1053,109
uk house,1490,1196,102
uk melodic rap,11464,1058,102
uk metalcore,5965,214,105
uk noise rock,9995,236,100
uk pop,8311,760,119
uk pop punk,3949,270,102
uk post-hardcore,6727,240,101
uk post-metal,9855,108,100
uk post-punk,8013,490,106
uk post-punk revival,6468,431,101
uk reggae,4124,1166,102
uk rockabilly,10208,786,100
uk stoner rock,11417,207,100
uk tech house,146,1399,101
uk worship,9810,350,101
uk82,10612,294,100
ukg revival,2162,1268,101
ukhc,9831,244,100
ukrainian alternative rock,6892,294,100
ukrainian black metal,9500,64,100
ukrainian ccm,9635,499,100
ukrainian choir,22443,81,100
ukrainian classical,22501,312,101
ukrainian classical piano,22455,346,100
ukrainian contemporary classical,17926,445,100
ukrainian edm,1885,741,100
ukrainian electronic,1183,1126,101
ukrainian experimental,8521,670,100
ukrainian folk,8411,808,100
ukrainian folk pop,4033,923,100
ukrainian folk rock,6653,683,101
ukrainian hip hop,8853,1058,101
ukrainian indie,8075,692,101
ukrainian metal,6407,190,100
ukrainian metalcore,3419,240,100
ukrainian phonk,2412,937,101
ukrainian pop,5987,786,103
ukrainian post-punk,5026,484,101
ukrainian rock,6302,703,102
ukrainian viral pop,7975,967,102
ukulele,16102,1064,100
ukulele cover,15751,1245,100
ulkucu sarkilar,13470,716,101
umbanda,15386,967,102
umea hardcore,11015,266,100
umea indie,9218,362,100
unblack metal,8444,129,100
underground amapiano,1428,1313,100
underground boom bap,12438,955,100
underground grunge,10892,277,100
underground hip hop,8488,988,110
underground power pop,8420,458,101
underground rap,10345,1017,101
university choir,21632,181,100
uplifting trance,1622,561,103
uppsala indie,7311,477,100
upstate ny rap,10495,984,102
uptempo hardcore,2730,537,102
urban contemporary,5618,937,117
urban kiz,3050,1144,100
urbano chileno,5387,1137,107
urbano espanol,10083,1047,110
urbano latino,3456,1170,136
urbano mexicano,5972,1099,107
urdu hip hop,7802,1135,103
uruguayan indie,9637,659,100
us power metal,8825,258,101
usbm,11551,50,100
utah indie,10313,466,100
utah metal,9426,199,100
utopian virtual,10288,497,101
uwielbienie,14057,551,100
uyghur folk,13933,741,100
uyghur pop,13072,639,100
uzbek hip hop,5113,1084,100
uzbek pop,5830,887,101
uzbek traditional,20164,711,100
v-pop,10785,724,106
vaikiskos dainos,11415,1040,100
vallenato,10994,1148,105
vallenato moderno,10395,1121,103
vancouver indie,10374,473,103
vancouver metal,8013,229,101
vancouver punk,8395,292,101
vanuatu music,7643,1064,100
vapor house,3025,1032,100
vapor pop,6605,639,102
vapor soul,6556,772,103
vapor twitch,5855,828,103
vaportrap,6665,650,100
vaporwave,7461,571,102
vaqueiro,11142,1002,101
variete francaise,8274,736,103
varmland rock,7285,396,100
vaudeville,20807,860,100
vbs,10258,783,101
veena,18364,788,100
vegan straight edge,11210,313,100
vegas indie,7014,452,102
velha guarda,16361,781,104
venda pop,9319,986,100
venda rap,10623,1053,100
venezuelan hip hop,12252,1092,104
venezuelan indie,5718,797,101
venezuelan metal,6904,264,100
venezuelan rock,8964,804,102
veracruz indie,10350,726,102
vermont indie,13466,561,100
vgm instrumental,15033,711,101
vgm remix,1797,905,101
via,13294,596,100
victoria bc indie,10855,515,102
victorian britain,21742,212,101
video game music,12423,272,105
vienna indie,9049,586,100
viet chill rap,11041,939,101
viet edm,3080,845,100
viet instrumental,14576,618,100
viet lo-fi,8527,986,101
viet remix,4533,1009,101
vietnamese bolero,13059,542,101
vietnamese electronic,6867,909,100
vietnamese hip hop,10158,1038,104
vietnamese idol pop,8347,879,101
vietnamese melodic rap,7778,1017,103
vietnamese pop,13688,490,101
vietnamese singer-songwriter,13725,630,101
vietnamese traditional,16628,808,100
vietnamese trap,6362,1077,102
viking black metal,8656,78,100
viking folk,11355,425,102
viking metal,6345,160,102
villancicos,14340,677,100
vinahouse,7365,817,100
vincy soca,2911,1073,100
vintage broadway,19199,683,100
vintage cantonese pop,13416,630,100
vintage chanson,20614,821,100
vintage chinese pop,15617,515,100
vintage classical singing,22601,370,100
vintage country folk,20894,984,100
vintage dutch pop,14823,689,101
vintage finnish jazz,19316,670,100
vintage french electronic,13392,573,101
vintage french psychedelic,14725,578,100
vintage gospel,21859,847,100
vintage hawaiian,19562,889,100
vintage hollywood,20982,779,100
vintage italian pop,19901,718,100
vintage italian soundtrack,17037,394,102
vintage jazz,20164,1032,101
vintage norwegian pop,19316,839,100
vintage old-time,20422,949,100
vintage radio show,16803,1367,100
vintage reggae,7667,1244,100
vintage rockabilly,15094,905,100
vintage schlager,20076,753,101
vintage spanish pop,19930,841,100
vintage swedish pop,17108,854,100
vintage swing,20281,1205,100
vintage swoon,14439,556,100
vintage taiwan pop,18001,425,100
vintage tango,20544,961,101
vintage tollywood,18966,765,101
vintage western,18410,1123,100
viola,21987,327,100
viola caipira,15897,887,101
viola da gamba,20690,296,100
violao,18026,899,102
violao classico,20018,1005,100
violin,21510,454,100
viral afropop,12710,1036,102
viral pop,10233,765,111
viral pop brasileiro,9656,1038,100
viral rap,4753,1173,105
viral trap,5052,1108,102
virgin islands reggae,8714,1121,101
virginia hip hop,8828,1088,102
virginia indie,11593,718,100
virginia metal,9587,205,101
virginia punk,10281,268,100
visor,18995,862,100
vispop,8497,703,100
visual kei,4575,257,103
vlaamse cabaret,15496,998,100
vlaamse kinderliedje,11278,1002,101
vlaamse rap,9781,1119,100
vocal ensemble,21791,231,100
vocal harmony group,19500,901,101
vocal house,1170,1101,103
vocal jazz,19562,795,110
vocal trance,2438,578,100
vocaloid,3127,510,104
vocaloid metal,3025,315,100
voetbal,9439,556,100
vogue,2323,1117,100
voidgaze,10575,34,101
voidgrind,11806,43,100
volksmusik,7817,627,101
volkspop,7496,915,102
volkstumliche musik,6265,799,100
wagnerian singing,22514,275,100
waiata maori,11845,770,100
waiata mo tamariki,13863,959,100
wandelweiser,20355,317,100
war metal,11441,31,100
warm drone,18118,80,100
warrington indie,6050,435,100
washboard,17212,1090,100
washington indie,12437,512,102
wassoulou,11341,969,100
water,17241,22,103
wave,4354,554,102
weightless,5999,830,100
weirdcore,9269,847,105
wellington indie,11256,481,100
welsh choir,22048,149,100
welsh folk,16577,783,100
welsh hip hop,6729,949,100
welsh indie,9811,441,101
welsh metal,7310,240,102
welsh rock,7174,380,102
west african jazz,14045,947,100
west australian hip hop,9467,1023,100
west bengali pop,13614,677,102
west coast rap,5478,1159,111
west coast reggae,7372,937,101
west coast trap,7596,1077,101
west end,17446,479,101
west virginia indie,10588,404,100
west virginia metal,9859,231,100
west yorkshire indie,9947,354,100
west-vlaamse hip hop,12599,1088,100
westcoast flow,8433,1134,102
western americana,13663,642,101
western mass indie,11994,481,100
western ny metal,8601,183,100
western saharan folk,14625,870,100
western swing,17278,911,101
whale song,19112,0,100
white noise,17985,0,109
wind ensemble,22292,352,100
wind quintet,22151,439,100
wind symphony,20953,414,100
windsor on indie,7967,439,100
winnipeg hip hop,7790,1023,100
wisconsin indie,11832,445,100
wisconsin metal,7420,221,100
witch house,5026,384,101
women's choir,19608,272,100
women's music,14478,802,103
wonky,6977,790,103
worcester ma indie,8607,460,100
workout product,914,1223,101
world,13287,843,104
world chill,5842,751,101
world devotional,15571,445,101
world fusion,6581,772,101
world meditation,18118,192,100
world worship,9426,275,107
worship,8909,257,108
wrestling,4705,624,101
writing,16540,1372,104
wrock,12178,828,100
wu fam,9357,988,100
wuhan indie,9365,466,100
wyoming indie,9574,456,100
wyoming roots,11267,624,101
xenharmonic,20748,396,100
xhosa,15122,795,100
xhosa hip hop,9176,1094,100
xinyao,13195,521,100
xitsonga pop,3507,1180,100
xtra raw,3039,503,101
yacht rock,10904,746,110
yakut pop,6277,851,100
yaoi,5541,477,101
ye ye,16686,711,103
yemeni pop,11403,885,100
yemeni traditional,19053,851,100
yiddish folk,19855,929,100
yodeling,18498,895,101
yoga,19784,149,100
yogyakarta indie,8739,384,101
yoik,15529,526,100
york indie,9194,341,100
yorkshire folk,17241,729,100
yoruba worship,11342,856,100
youth orchestra,21255,174,100
yu-mex,13726,519,100
yugoslav new wave,8112,724,100
yugoslav rock,9377,599,102
yunnan traditional,18118,713,100
yuri,8212,618,100
zamba,18936,1058,101
zambian gospel,9456,788,100
